,tr_drvr_code,tr_unit_id,Total_Fuel_Purchased,DriverID_x,EquipmentID_x,odo_min,odo_max,Total_dist_driven,mpg_drvr_truck,DriverID_y,EquipmentID_y,Perf_TotalFuelUsed,Perf_Distance,mpg_perf,diff_fuel_purchased
1651,THOST,1906,17802.400390625,THOST,1906,37880.4,246210.4,208330.0,11.702354481910742,THOST,1906,12588.299999999997,91747.0,7.288275621013164,5214.100390625003
878,JONCH,1722,22371.25,JONCH,1722,325256.9,476428.2,151171.3,6.757391741632675,JONCH,1722,17162.3,121290.0,7.067234578115987,5208.950000000001
290,CARRO,2064,13210.740234375,CARRO,2064,19.6,90663.8,90644.2,6.861402040450337,CARRO,2064,8002.800000000002,57250.0,7.153746188833907,5207.940234374998
1266,PITH,2020,23095.69921875,PITH,2020,456.2,164637.9,164181.69999999998,7.1087564158573215,PITH,2020,17887.9,130014.0,7.268265140122653,5207.7992187499985
1740,WILANT,1716,24093.109375,WILANT,1716,341249.2,507795.2,166546.0,6.912598843419313,WILANT,1716,18886.8,133798.0,7.084206959357859,5206.309375000001
994,LINED,1870,19740.169921875,LINED,1870,100218.0,242474.6,142256.6,7.206452657854726,LINED,1870,14537.800000000003,107202.0,7.374018077013027,5202.369921874997
166,BOLR,1902,20099.609375,BOLR,1902,71068.4,215066.5,143998.1,7.164223807210184,BOLR,1902,14902.2,110522.0,7.416488840573875,5197.409374999999
416,DAVJO,1724,19413.58984375,DAVJO,1724,306817.7,437275.8,130458.09999999998,6.719936964260095,DAVJO,1724,14219.800000000007,107302.0,7.545957045809361,5193.789843749993
1490,SHEMI,1763,21930.119140625,SHEMI,1763,297017.2,444901.9,147884.7,6.743451736477222,SHEMI,1763,16744.199999999997,118116.0,7.054144121546567,5185.919140625003
448,DEPK,2017,21256.859375,DEPK,2017,15000.7,168601.2,153600.5,7.225926337013273,DEPK,2017,16095.700000000008,118806.0,7.381226041737852,5161.159374999992
738,HERD,1664,6624.5498046875,HERD,1664,467311.7,861003.9,393692.2,59.42927619344416,HERD,1664,1483.6,10641.0,7.172418441628472,5140.9498046875
29,ALBME,1696,17772.830078125,ALBME,1696,396183.2,514256.1,118072.89999999997,6.643449550858275,ALBME,1696,12637.100000000002,87699.0,6.939804227235678,5135.730078124998
1375,RINB,1704,14388.5302734375,RINB,1704,334064.2,428089.7,94025.5,6.5347535997877,RINB,1704,9265.800000000001,61742.0,6.663428953787044,5122.730273437499
1658,TUSR,1795,7511.6298828125,TUSR,1795,309219.0,360481.1,51262.09999999998,6.824364458809897,TUSR,1795,2392.8,16660.0,6.962554329655633,5118.8298828125
1149,MURRO,1669,12070.0,MURRO,1669,474481.4,556574.1,82092.69999999995,6.801383595691794,MURRO,1669,6953.4000000000015,49230.0,7.079989645353351,5116.5999999999985
1423,SABW,2057,11383.2900390625,SABW,2057,29530.1,110936.0,81405.9,7.151350771231371,SABW,2057,6286.700000000001,45679.0,7.2659741995005325,5096.590039062499
451,DINE,1972,24271.880859375,DINE,1972,55902.9,229967.5,174064.6,7.171450824453419,DINE,1972,19177.200000000004,140347.0,7.318430219218654,5094.680859374996
1434,SANJON,1689,10092.5595703125,SANJON,1689,429540.4,498410.2,68869.79999999999,6.82381902432185,SANJON,1689,4998.400000000001,35383.0,7.078865236875799,5094.159570312499
346,COOS,1904,6596.41015625,COOS,1904,165262.2,243877.6,78615.4,11.917906579158526,COOS,1904,1517.5,10241.0,6.748599670510709,5078.91015625
1737,WICJO,2008,15578.759765625,WICJO,2008,34449.4,144571.5,110122.1,7.0687334330032945,WICJO,2008,10501.700000000004,77318.0,7.362427035622801,5077.059765624996
1674,VANM,2091,6027.56005859375,VANM,2091,9263.0,43052.4,33789.4,5.605817224803096,VANM,2091,973.5000000000001,6484.0,6.660503338469439,5054.06005859375
1560,STALEE,2040,17576.759765625,STALEE,2040,481.9,539659.1,539177.2,30.67557429182555,STALEE,2040,12537.100000000006,93122.0,7.427714543235673,5039.659765624994
872,JOHTHO,1752,7081.93994140625,JOHTHO,1752,430546.7,476127.3,45580.59999999998,6.436174321883491,JOHTHO,1752,2046.8,14384.0,7.027555208129764,5035.13994140625
859,JOHJER,1720,22350.69921875,JOHJER,1720,339707.3,487844.5,148137.2,6.627855287664904,JOHJER,1720,17317.699999999997,120678.0,6.96847733821466,5032.999218750003
1623,TAYB,1887,12643.25,TAYB,1887,100551.2,229872.4,129321.2,10.228477646174836,TAYB,1887,7610.600000000001,59053.0,7.759309384279819,5032.649999999999
1224,PATCA,1863,15357.8095703125,PATCA,1863,150216.9,259092.9,108876.0,7.0892922263122315,PATCA,1863,10335.499999999998,75852.0,7.338977311208941,5022.309570312502
206,BROD03,1941,24022.3203125,BROD03,1941,77012.5,245528.3,168515.8,7.014967655406413,BROD03,1941,19032.6,137746.0,7.237371667559872,4989.7203125000015
368,CRAC,308,20142.330078125,CRAC,308,253439.1,389428.4,135989.30000000002,6.751418503844662,CRAC,308,15155.600000000006,108517.0,7.16019161234131,4986.730078124994
1752,WILMIC,1830,24071.33984375,WILMIC,1830,146598.4,318920.6,172322.19999999998,7.158812144174956,WILMIC,1830,19090.400000000005,140473.0,7.358305745296063,4980.939843749995
509,EVAG,1874,22748.220703125,EVAG,1874,83702.1,247014.7,163312.6,7.179137310618988,EVAG,1874,17789.400000000005,132899.0,7.4706847898186535,4958.820703124995
266,CANJE,1930,5081.56005859375,CANJE,1930,209907.2,253939.4,44032.19999999998,8.665094870921445,CANJE,1930,123.8,781.0,6.308562197092084,4957.76005859375
1006,LOPJO,2038,9046.1201171875,LOPJO,2038,51881.1,116614.7,64733.6,7.155951851336472,LOPJO,2038,4092.5,30170.0,7.37202199144777,4953.6201171875
987,LEWMA,2013,20284.349609375,LEWMA,2013,14.5,144907.4,144892.9,7.143088281866013,LEWMA,2013,15331.7,114530.0,7.47014355877039,4952.649609374999
911,KENEM,2018,8261.1298828125,KENEM,2018,104594.0,164002.3,59408.29999999999,7.19130443931169,KENEM,2018,3309.2000000000003,24398.0,7.372778919376284,4951.929882812499
861,JOHJO,2096,6504.43994140625,JOHJO,2096,10224.8,45105.9,34881.100000000006,5.362660015961153,JOHJO,2096,1554.3,10853.0,6.982564498488066,4950.13994140625
849,JENLE,2074,10997.2998046875,JENLE,2074,15029.2,77677.6,62648.40000000001,5.696707474801832,JENLE,2074,6048.900000000001,43735.0,7.230240208963613,4948.399804687499
1513,SIMTIM,1768,6978.27001953125,SIMTIM,1768,422241.6,466588.4,44346.80000000005,6.35498481369727,SIMTIM,1768,2034.0,13311.0,6.54424778761062,4944.27001953125
126,BAYJ,1829,19330.130859375,BAYJ,1829,149586.2,286769.9,137183.7,7.096884185523593,BAYJ,1829,14393.9,106144.0,7.3742349189587255,4936.230859375
1768,WILTED,2026,21408.470703125,WILTED,2026,6711.4,156448.7,149737.30000000002,6.994301558314617,WILTED,2026,16481.40000000001,121667.0,7.382079192301621,4927.070703124991
24,ADAR,1950,21798.23046875,ADAR,1950,69148.0,226432.8,157284.8,7.215484771825121,ADAR,1950,16884.600000000002,124691.0,7.3848951115217405,4913.630468749998
691,HALJA,1959,18246.7890625,HALJA,1959,98892.4,235460.8,136568.4,7.484516839221284,HALJA,1959,13340.900000000001,102471.0,7.680966051765622,4905.8890624999985
562,FONM,1978,20671.970703125,FONM,1978,47721.0,192304.5,144583.5,6.994180771460903,FONM,1978,15769.300000000007,115547.0,7.327338562903867,4902.670703124993
118,BARW,1697,5867.5,BARW,1697,451929.4,491092.1,39162.69999999995,6.674512143161475,BARW,1697,965.0,6519.0,6.755440414507772,4902.5
1231,PAYRO,1925,11028.6103515625,PAYRO,1925,140136.0,246948.5,106812.5,9.68503706225029,PAYRO,1925,6136.599999999999,44471.0,7.246846788123717,4892.010351562501
1608,SWEJ,2037,19003.669921875,SWEJ,2037,447.3,138305.9,137858.6,7.254314591168092,SWEJ,2037,14122.899999999998,103878.0,7.355288219841535,4880.769921875002
403,DANR,2084,7639.89013671875,DANR,2084,16.1,57012.9,56996.8,7.460421417064972,DANR,2084,2766.3,20385.0,7.369048910096518,4873.59013671875
222,BROTI,1894,5214.85009765625,BROTI,1894,189840.8,229117.2,39276.40000000002,7.531645064476986,BROTI,1894,347.1,2402.0,6.920195908959953,4867.75009765625
1010,LOTG,2027,20108.830078125,LOTG,2027,5926.6,141255.0,135328.4,6.729799768272664,LOTG,2027,15241.600000000004,105836.0,6.9438904052068,4867.230078124996
1465,SEAM,1883,11604.419921875,SEAM,1883,167070.8,250264.5,83193.70000000001,7.169139048749442,SEAM,1883,6765.000000000001,50358.0,7.443902439024389,4839.419921874999
1628,TAYD01,1932,23513.919921875,TAYD01,1932,55194.0,240104.4,184910.4,7.863869597853731,TAYD01,1932,18680.40000000001,133907.0,7.16831545363054,4833.519921874991
1315,QUID,1895,5511.72998046875,QUID,1895,180315.4,226816.2,46500.80000000002,8.436697763638508,QUID,1895,679.8000000000001,4626.0,6.804942630185348,4831.92998046875
55,ARCM,307,19859.9296875,ARCM,307,150530.8,292574.8,142044.0,7.152291183055076,ARCM,307,15030.300000000007,113547.0,7.554539829544317,4829.629687499993
1589,STRER,1817,13758.6298828125,STRER,1817,160006.0,257977.5,97971.5,7.120730831082793,STRER,1817,8929.2,67341.0,7.541661067060878,4829.429882812499
191,BRAROG,1898,23391.390625,BRAROG,1898,63372.7,235559.0,172186.3,7.36109719855529,BRAROG,1898,18562.200000000004,135569.0,7.303498507719988,4829.190624999996
80,AVEA,1736,8181.77001953125,AVEA,1736,416548.4,472730.6,56182.19999999995,6.866753754491225,AVEA,1736,3353.9,23959.0,7.143623840901637,4827.87001953125
1448,SCHJA,1945,6108.02978515625,SCHJA,1945,176340.8,219774.9,43434.100000000006,7.110983660484706,SCHJA,1945,1284.2,9384.0,7.307273010434511,4823.82978515625
1473,SHAE,1921,9066.0498046875,SHAE,1921,126661.2,238560.8,111899.59999999999,12.342707398556707,SHAE,1921,4254.499999999999,30886.0,7.259607474438831,4811.549804687501
138,BELJ,1845,17277.720703125,BELJ,1845,168243.2,291722.2,123479.0,7.146718141917094,BELJ,1845,12466.300000000003,91732.0,7.358398241659512,4811.420703124997
887,JONRI,2045,17655.630859375,JONRI,2045,13.3,124406.9,124393.59999999999,7.045548300753466,JONRI,2045,12851.100000000002,92189.0,7.173627160320905,4804.530859374998
325,CLOJ,1649,6307.419921875,CLOJ,1649,523498.1,564242.7,40744.59999999998,6.459788709911654,CLOJ,1649,1515.6,10084.0,6.653470572710478,4791.819921875
693,HALM,1764,22914.349609375,HALM,1764,317355.0,469829.1,152474.09999999998,6.654088053959773,HALM,1764,18123.199999999997,126703.0,6.99120464377152,4791.149609375003
1136,MOSAD,1779,8766.8603515625,MOSAD,1779,365265.8,424081.5,58815.70000000001,6.70886698788551,MOSAD,1779,3975.9000000000005,27225.0,6.847506225005658,4790.960351562499
30,ALDS,1753,12894.4697265625,ALDS,1753,339846.2,429658.1,89811.89999999997,6.965148773430225,ALDS,1753,8104.400000000002,59922.0,7.393761413553129,4790.069726562498
103,BALD,1991,23811.7109375,BALD,1991,34153.8,200328.4,166174.59999999998,6.978692141701545,BALD,1991,19031.599999999995,136648.0,7.180058429138907,4780.110937500005
1046,MARJOH,1730,24635.7109375,MARJOH,1730,375429.0,545817.1,170388.09999999998,6.91630537605629,MARJOH,1730,19856.300000000003,141239.0,7.113057316821361,4779.410937499997
751,HICCA,1686,20990.060546875,HICCA,1686,376805.1,525752.9,148947.80000000005,7.096111022041591,HICCA,1686,16218.0,117892.0,7.269207053890739,4772.060546875
34,ALLMIC,1802,15571.8603515625,ALLMIC,1802,225707.2,331097.0,105389.79999999999,6.767964624690784,ALLMIC,1802,10812.900000000001,78276.0,7.23913103792692,4758.9603515624985
1061,MARRA,1733,10644.3203125,MARRA,1733,452089.1,525262.9,73173.80000000005,6.874445511947764,MARRA,1733,5886.0,41392.0,7.032279986408427,4758.3203125
1232,PEAA,1738,21596.5390625,PEAA,1738,314518.7,465024.7,150506.0,6.968987001317124,PEAA,1738,16841.499999999996,120543.0,7.157497847578899,4755.039062500004
1542,SMIMAR,2098,5028.93017578125,SMIMAR,2098,3210.9,37528.6,34317.7,6.824055773386972,SMIMAR,2098,284.8,1924.0,6.75561797752809,4744.13017578125
948,KRIM,1947,4993.81005859375,KRIM,1947,169443.9,200737.6,31293.70000000001,6.2664978509038995,KRIM,1947,252.7,1870.0,7.4000791452315005,4741.11005859375
1206,OWESH,1917,11311.1796875,OWESH,1917,121414.6,199398.8,77984.19999999998,6.89443560747076,OWESH,1917,6579.200000000002,47643.0,7.241457928015563,4731.979687499998
1555,STAE,2130,4822.919921875,STAE,2130,728.3,40205.9,39477.6,8.185414777662812,STAE,2130,110.39999999999999,836.0,7.572463768115942,4712.519921875
165,BOLJO,1995,14046.91015625,BOLJO,1995,111400.2,212337.7,100937.50000000001,7.185743973388277,BOLJO,1995,9335.500000000002,68055.0,7.289914841197578,4711.410156249998
134,BECJA,1976,22139.5,BECJA,1976,57618.6,220508.6,162890.0,7.357438063190226,BECJA,1976,17435.800000000003,130955.0,7.510696383303317,4703.699999999997
1379,ROAJO,2051,16690.580078125,ROAJO,2051,4046.6,119495.0,115448.4,6.916979485410991,ROAJO,2051,11994.9,88259.0,7.358043835296668,4695.680078125
955,LANJA,1989,22190.369140625,LANJA,1989,47258.2,210455.8,163197.59999999998,7.354433762042566,LANJA,1989,17495.8,131806.0,7.533579487648464,4694.569140625001
600,GAME,1985,22041.849609375,GAME,1985,46272.2,207413.9,161141.7,7.310715881640988,GAME,1985,17347.600000000006,131541.0,7.582662731444117,4694.249609374994
356,COTALV,2067,13437.669921875,COTALV,2067,2668.2,101385.3,98717.1,7.346295940734471,COTALV,2067,8745.8,66102.0,7.558142193967391,4691.869921875001
1453,SCHPA,2135,4690.080078125,SCHPA,2135,13744.7,32459.5,18714.8,3.9902943421558383,SCHPA,2135,0.2,0.0,0.0,4689.880078125
1227,PATWE,1897,13256.4697265625,PATWE,1897,52868.9,246896.4,194027.5,14.63643820731696,PATWE,1897,8575.800000000003,63453.0,7.399076470999788,4680.669726562497
755,HICWIL,2071,12591.8701171875,HICWIL,2071,3808.5,96255.9,92447.4,7.341832399765008,HICWIL,2071,7918.400000000001,61080.0,7.713679531218427,4673.470117187499
1001,LOBM,1983,21096.4609375,LOBM,1983,42478.3,194687.2,152208.90000000002,7.214902084806139,LOBM,1983,16434.70000000001,120722.0,7.34555544062258,4661.760937499988
785,HOLD01,2053,15728.7001953125,HOLD01,2053,1768.7,112449.6,110680.90000000001,7.036875178852055,HOLD01,2053,11072.099999999999,81077.0,7.322639788296711,4656.6001953125015
1424,SAIM,1828,23504.419921875,SAIM,1828,124518.3,296567.9,172049.60000000003,7.319882837860534,SAIM,1828,18849.3,141836.0,7.524735666576478,4655.119921875001
1487,SHEH,1909,15883.490234375,SHEH,1909,111452.0,224954.8,113502.79999999999,7.145960889273415,SHEH,1909,11244.600000000002,82062.0,7.297902993436848,4638.890234374998
626,GLAJ,2138,4621.33984375,GLAJ,2138,12760.3,32110.6,19350.3,4.187162306656535,GLAJ,2138,0.3,0.0,0.0,4621.03984375
199,BRIK,1648,9005.8701171875,BRIK,1648,516473.1,577815.7,61342.59999999998,6.811401808130567,BRIK,1648,4391.9,31412.0,7.152257565062957,4613.9701171875
619,GIBROY,1924,5812.64990234375,GIBROY,1924,207746.5,287340.5,79594.0,13.693238254020162,GIBROY,1924,1202.8,9118.0,7.580645161290323,4609.84990234375
333,COLJAM,1813,19011.759765625,COLJAM,1813,159303.8,292483.5,133179.7,7.005122179210422,COLJAM,1813,14410.20000000001,105185.0,7.299343520561819,4601.55976562499
115,BARTI,1783,9474.51953125,BARTI,1783,312041.9,378233.9,66192.0,6.98631733057044,BARTI,1783,4873.700000000002,35847.0,7.355192153805115,4600.819531249998
1641,THOJ01,1975,15084.650390625,THOJ01,1975,92239.2,202200.2,109961.00000000001,7.289595526081266,THOJ01,1975,10497.500000000004,78303.0,7.4592045725172635,4587.150390624996
71,AUSG,2095,6002.10986328125,AUSG,2095,11053.9,46119.2,35065.299999999996,5.842162306044561,AUSG,2095,1425.7,11217.0,7.867714105351757,4576.40986328125
1739,WIET,1694,22917.55078125,WIET,1694,383529.4,536024.2,152494.79999999993,6.654061834773531,WIET,1694,18368.100000000006,124232.0,6.7634649201604935,4549.450781249994
1467,SEIE,1746,6040.9599609375,SEIE,1746,360544.1,400407.2,39863.100000000035,6.598802219807075,SEIE,1746,1494.4,10610.0,7.099839400428265,4546.5599609375
576,FOSJA,2049,12716.650390625,FOSJA,2049,30388.1,119120.5,88732.4,6.977655064372573,FOSJA,2049,8177.900000000001,58760.0,7.1852186991770495,4538.750390624999
1690,WALCA,1948,20625.2890625,WALCA,1948,63829.8,208309.5,144479.7,7.004978187805702,WALCA,1948,16089.800000000007,118282.0,7.3513654613481805,4535.489062499993
976,LEERO,2009,20887.189453125,LEERO,2009,1320.3,147112.1,145791.80000000002,6.9799625424562635,LEERO,2009,16363.700000000003,121048.0,7.397349010309403,4523.489453124997
894,JORW,2028,19346.9609375,JORW,2028,1467.8,138848.3,137380.5,7.100882688697474,JORW,2028,14824.000000000007,109794.0,7.406502968159737,4522.960937499993
495,EDWTI,2014,22100.810546875,EDWTI,2014,593.2,163316.2,162723.0,7.3627616351387,EDWTI,2014,17586.500000000007,133215.0,7.5748443408296104,4514.310546874993
