,tr_drvr_code,tr_unit_id,Total_Fuel_Purchased,DriverID_x,EquipmentID_x,odo_min,odo_max,Total_dist_driven,mpg_drvr_truck,DriverID_y,EquipmentID_y,Perf_TotalFuelUsed,Perf_Distance,mpg_perf,diff_fuel_purchased
379,CRET,1869,13095.83984375,CRET,1869,71080.3,165387.7,94307.40000000001,7.201325086837275,CRET,1869,10505.400000000003,78002.0,7.4249433624612085,2590.4398437499967
389,CROTR,2073,8298.25,CROTR,2073,18937.9,59831.2,40893.299999999996,4.927942638508119,CROTR,2073,5716.6,42897.0,7.503935905958087,2581.6499999999996
262,CALBI,1605,7376.3798828125,,,,,,,CALBI,1605,4855.0,34286.0,7.061997940267765,2521.3798828125
1208,PAGC,1806,5685.83984375,PAGC,1806,262842.6,298907.5,36064.90000000002,6.342932792882542,PAGC,1806,3187.3,20546.0,6.44620838954601,2498.53984375
1561,STARI,1901,18459.83984375,STARI,1901,74235.5,210630.5,136395.0,7.3887423268289965,STARI,1901,15975.300000000003,118224.0,7.400424405175488,2484.539843749997
162,BOLJ,1910,18539.419921875,BOLJ,1910,78858.5,214782.9,135924.4,7.331642552614082,BOLJ,1910,16080.9,119065.0,7.404125390991798,2458.5199218750004
1304,PRUH,1931,20017.7890625,PRUH,1931,75452.8,228715.6,153262.8,7.656330053308053,PRUH,1931,17621.000000000004,128768.0,7.307644288065375,2396.7890624999964
297,CHAAN,1786,9702.900390625,CHAAN,1786,323303.2,384251.2,60948.0,6.281420765577303,CHAAN,1786,7309.100000000001,47518.0,6.501210819389527,2393.8003906249987
1711,WELR01,1678,3353.93994140625,WELR01,1678,507443.6,529668.4,22224.800000000047,6.626475246507117,WELR01,1678,1003.3,7536.0,7.5112129971095385,2350.63994140625
518,FALA,1842,15109.75,FALA,1842,136676.3,242882.0,106205.70000000001,7.028951504823046,FALA,1842,12777.700000000003,93559.0,7.322053264672045,2332.0499999999975
598,GALH,1789,2967.93994140625,GALH,1789,309814.3,330274.5,20460.20000000001,6.893737880122228,GALH,1789,661.4000000000001,4439.0,6.71152101602661,2306.53994140625
1214,PARMA,1811,18194.69921875,PARMA,1811,169967.1,298244.6,128277.49999999997,7.0502676882840385,PARMA,1811,15938.300000000008,116102.0,7.284465720936357,2256.3992187499916
193,BRERI,1633,3081.820068359375,BRERI,1633,531979.3,551911.3,19932.0,6.467606660310612,BRERI,1633,827.2,5468.0,6.610251450676982,2254.620068359375
100,BAKRO,1935,3033.949951171875,BAKRO,1935,196018.1,222922.1,26904.0,8.867647928604828,BAKRO,1935,845.5999999999999,6276.0,7.421948912015138,2188.349951171875
993,LILD,1624,2238.75,LILD,1624,563725.7,576887.4,13161.70000000007,5.879039642657764,LILD,1624,87.0,549.0,6.310344827586207,2151.75
515,EYCK,1937,4035.93994140625,EYCK,1937,169944.6,200086.6,30142.0,7.468396566252561,EYCK,1937,1889.4999999999998,14441.0,7.642762635617889,2146.43994140625
1537,SMIGA,1963,14789.2099609375,SMIGA,1963,56051.6,162685.5,106633.9,7.210249924211664,SMIGA,1963,12643.600000000002,92098.0,7.284159574804643,2145.609960937498
704,HARKEV,1717,9681.7802734375,HARKEV,1717,452152.2,520377.5,68225.29999999999,7.0467721920089295,HARKEV,1717,7594.200000000001,54239.0,7.14216112296226,2087.5802734374993
1728,WHIJ01,2036,13515.2294921875,WHIJ01,2036,15.7,98675.4,98659.7,7.299890842181436,WHIJ01,2036,11435.099999999999,84352.0,7.3765861251759945,2080.1294921875015
963,LARR,1933,7657.3701171875,LARR,1933,89884.3,143384.5,53500.2,6.986759054510775,LARR,1933,5628.5,39575.0,7.031180598738563,2028.8701171875
253,BYASH,1878,2382.280029296875,BYASH,1878,215295.9,231146.9,15851.0,6.653709809538381,BYASH,1878,380.5,2683.0,7.051248357424441,2001.780029296875
192,BRERI,1597,1961.5400390625,BRERI,1597,605189.2,616945.3,11756.100000000093,5.993301062372814,BRERI,1597,0.0,0.0,,1961.5400390625
696,HALRAY,306,8156.7001953125,HALRAY,306,234021.4,284361.0,50339.600000000006,6.171564332955282,HALRAY,306,6225.000000000001,40475.0,6.502008032128513,1931.700195312499
648,GRAE,1885,18923.41015625,GRAE,1885,92322.4,230940.1,138617.7,7.325196613899823,GRAE,1885,17003.800000000007,127810.0,7.516555122972509,1919.6101562499935
472,DUNB,1807,3384.050048828125,DUNB,1807,284276.1,306132.4,21856.300000000047,6.458621972086005,DUNB,1807,1491.6,10214.0,6.847680343255565,1892.450048828125
1751,WILJES,1708,19014.099609375,WILJES,1708,347669.1,475477.2,127808.10000000003,6.7217539944401885,WILJES,1708,17131.20000000001,119964.0,7.0026618100308164,1882.8996093749884
1385,ROBBR,1675,14499.7802734375,ROBBR,1675,421442.8,518413.4,96970.60000000003,6.6877289290819695,ROBBR,1675,12642.400000000003,92265.0,7.298060494842749,1857.3802734374967
1075,MCCMIC,1667,10314.4599609375,MCCMIC,1667,474339.8,542224.4,67884.60000000003,6.581498232296195,MCCMIC,1667,8459.2,58579.0,6.924886514091167,1855.2599609374993
276,CARDE,1966,12097.6201171875,CARDE,1966,33337.8,116935.9,83598.09999999999,6.910293032034402,CARDE,1966,10282.300000000003,75421.0,7.335032045359499,1815.320117187497
357,COTF,1636,7442.64013671875,COTF,1636,589891.8,589891.9,0.09999999997671694,1.3436092319358614e-05,COTF,1636,5634.0,37758.0,6.701810436634718,1808.64013671875
1158,NARJ,1890,19886.849609375,NARJ,1890,57733.2,194919.1,137185.90000000002,6.898322393675077,NARJ,1890,18078.9,127688.0,7.0628190874444785,1807.9496093749985
291,CASJE,1762,9340.8203125,CASJE,1762,367781.4,414901.0,47119.59999999998,5.044482007318345,CASJE,1762,7536.500000000002,52546.0,6.972201950507529,1804.3203124999982
1749,WILED,1723,3586.0400390625,WILED,1723,400608.0,425569.6,24961.599999999977,6.960770021554388,WILED,1723,1794.2,12992.0,7.241110244119942,1791.8400390625
1189,OAKR,1875,17283.990234375,OAKR,1875,93098.3,210224.5,117126.2,6.776571752919377,OAKR,1875,15493.200000000003,115419.0,7.44965533266207,1790.7902343749975
543,FIRC,1816,18671.900390625,FIRC,1816,169894.8,298415.1,128520.29999999999,6.883086205008298,FIRC,1816,16886.300000000003,120826.0,7.155267879878954,1785.600390624997
1753,WILR02,1867,17237.720703125,WILR02,1867,87828.1,208579.9,120751.79999999999,7.005090874810907,WILR02,1867,15469.500000000005,119584.0,7.730308025469469,1768.2207031249945
483,EDEM,302,6583.2001953125,EDEM,302,244162.7,281027.2,36864.5,5.599784133292649,EDEM,302,4820.500000000001,30273.0,6.280053936313659,1762.700195312499
541,FIEMI,1777,9277.6103515625,FIEMI,1777,327985.8,392179.4,64193.600000000035,6.919195522065528,FIEMI,1777,7538.000000000002,54413.0,7.218492968957281,1739.6103515624982
1476,SHAMAR,1637,2040.3499755859375,,,,,,,SHAMAR,1637,334.7,2112.0,6.310128473259636,1705.6499755859375
884,JONQ,1789,3949.85009765625,JONQ,1789,245926.2,274238.0,28311.79999999999,7.167816322143354,JONQ,1789,2258.5,16787.0,7.432809386761124,1691.35009765625
1661,TYLA,1606,5259.64013671875,,,,,,,TYLA,1606,3573.5,25342.0,7.091646844829999,1686.14013671875
806,HOYJ,2043,9679.7099609375,HOYJ,2043,504.3,67754.6,67250.3,6.947553208865638,HOYJ,2043,7994.500000000001,57151.0,7.148789792982675,1685.209960937499
311,CHIW,1965,19030.060546875,CHIW,1965,64993.9,209311.2,144317.30000000002,7.583649019114599,CHIW,1965,17422.300000000003,134091.0,7.696515385454273,1607.760546874997
1225,PATKE,1609,2445.219970703125,PATKE,1609,597632.1,607804.4,10172.300000000047,4.160075625864856,PATKE,1609,857.0,4966.0,5.79463243873979,1588.219970703125
425,DAYR,1679,15859.33984375,DAYR,1679,363912.2,471320.7,107408.5,6.7725706781123405,DAYR,1679,14274.399999999998,109009.0,7.636678249173347,1584.9398437500022
462,DOBE,1755,18499.69921875,DOBE,1755,318618.2,440078.1,121459.89999999997,6.565506744936519,DOBE,1755,16924.800000000003,121128.0,7.156834940442426,1574.899218749997
185,BRAMI,1889,20295.029296875,BRAMI,1889,73606.9,211254.9,137648.0,6.782350396567048,BRAMI,1889,18748.6,130724.0,6.972467277556725,1546.4292968750015
972,LEAB,305,6522.08984375,LEAB,305,227952.9,264257.9,36305.00000000003,5.566467324087915,LEAB,305,4982.6,29455.0,5.911572271504836,1539.4898437499996
741,HERV,1924,19998.779296875,HERV,1924,66992.0,246419.2,179427.2,8.971907601782336,HERV,1924,18459.900000000005,139204.0,7.540885920292091,1538.879296874995
1137,MOSG,1621,2087.659912109375,,,,,,,MOSG,1621,555.7,3831.0,6.89400755803491,1531.959912109375
1343,REEW,1661,2045.9100341796875,REEW,1661,486480.8,497004.3,10523.5,5.143676810901131,REEW,1661,519.5,3623.0,6.974013474494707,1526.4100341796875
1331,RAYMI,1625,4569.93994140625,,,,,,,RAYMI,1625,3074.7000000000003,20873.0,6.788629785019676,1495.2399414062497
628,GLAP,1776,3866.47998046875,GLAP,1776,380171.1,404050.8,23879.70000000001,6.176082669670249,GLAP,1776,2400.3999999999996,16008.0,6.668888518580237,1466.0799804687504
1576,STIHA,1714,19399.23046875,STIHA,1714,378764.1,513595.8,134831.7,6.950363325864852,STIHA,1714,17938.400000000005,127140.0,7.087588636667705,1460.830468749995
1512,SIMTIM,1595,12571.5498046875,SIMTIM,1595,525489.1,600120.0,74630.90000000002,5.936491614754827,SIMTIM,1595,11118.600000000002,68884.0,6.1953843109744025,1452.9498046874978
372,CRAMIT,1699,1868.1400146484375,CRAMIT,1699,475693.5,487299.7,11606.200000000012,6.212703495987245,CRAMIT,1699,431.40000000000003,3178.0,7.366713027352804,1436.7400146484374
106,BALDO,2016,17684.80078125,BALDO,2016,15.2,124491.2,124476.0,7.038586498072034,BALDO,2016,16297.30000000001,119666.0,7.342688666220781,1387.5007812499898
281,CARJEF,1848,18330.939453125,CARJEF,1848,0.0,262755.0,262755.0,14.333962570325678,CARJEF,1848,16951.900000000005,123708.0,7.29758906081324,1379.039453124995
736,HELH,1654,4462.4501953125,HELH,1654,537327.6,569008.2,31680.599999999977,7.09937335172464,HELH,1654,3087.5999999999995,22138.0,7.169970203394223,1374.8501953125005
1034,MANM,1651,2618.570068359375,MANM,1651,563417.6,581722.8,18305.20000000007,6.990532818344216,MANM,1651,1248.1,8969.0,7.1861229068183645,1370.470068359375
610,GEORO,1752,16153.3203125,GEORO,1752,322383.9,430546.7,108162.79999999999,6.696010350039296,GEORO,1752,14785.800000000003,108633.0,7.34711682830824,1367.520312499997
1524,SMID,2021,16177.7001953125,SMID,2021,914.3,120952.2,120037.9,7.419960720670362,SMID,2021,14814.200000000006,114565.0,7.733458438525195,1363.5001953124938
504,ENSJ,1608,11246.3095703125,ENSJ,1608,510410.4,590632.5,80222.09999999998,7.13319329318185,ENSJ,1608,9892.500000000002,73515.0,7.4313874147081105,1353.8095703124982
158,BLACH,1878,17780.25,BLACH,1878,91838.2,215295.7,123457.50000000001,6.943518791918,BLACH,1878,16458.000000000007,120025.0,7.292805930246685,1322.2499999999927
643,GOOR,1835,17873.3203125,GOOR,1835,135630.9,280885.3,145254.4,8.126883951070576,GOOR,1835,16552.0,120433.0,7.276039149347511,1321.3203125
272,CARD,1917,5486.990234375,CARD,1917,64669.4,121778.8,57109.4,10.40814682742097,CARD,1917,4167.599999999999,32305.0,7.751463672137442,1319.3902343750005
27,ALBJ,1743,5779.27001953125,ALBJ,1743,423467.7,463570.1,40102.399999999965,6.939007844325056,ALBJ,1743,4470.400000000001,31774.0,7.107641374373657,1308.8700195312495
772,HIXR,1740,2884.72998046875,HIXR,1740,403816.2,422179.0,18362.79999999999,6.365517786526471,HIXR,1740,1593.3000000000002,10669.0,6.696165191740413,1291.4299804687498
873,JOHTO,1891,19897.390625,JOHTO,1891,61491.5,228629.7,167138.2,8.40000596811925,JOHTO,1891,18628.000000000004,134703.0,7.23121108009448,1269.3906249999964
1632,TEDS,1678,10432.0498046875,TEDS,1678,417629.7,488402.1,70772.39999999997,6.78413172147619,TEDS,1678,9169.200000000003,70760.0,7.71713999040265,1262.8498046874975
1554,STAE,1953,19325.080078125,STAE,1953,67171.7,206170.3,138998.59999999998,7.1926532484250485,STAE,1953,18087.499999999996,138040.0,7.631789910158951,1237.5800781250036
420,DAVL,1785,19742.0703125,DAVL,1785,231897.5,373792.8,141895.3,7.187457939006364,DAVL,1785,18507.500000000004,137447.0,7.42655680129677,1234.5703124999964
51,ANTR,1721,16364.3798828125,ANTR,1721,369049.8,494397.8,125348.0,7.65980751471389,ANTR,1721,15133.300000000005,110490.0,7.301117403342296,1231.0798828124953
402,DANR,1860,17665.609375,DANR,1860,118526.2,242039.6,123513.40000000001,6.991742961032162,DANR,1860,16443.2,122293.0,7.4372993091369075,1222.4093749999993
636,GOLT,1751,11702.5400390625,GOLT,1751,357459.8,434973.8,77514.0,6.623690219496118,GOLT,1751,10501.300000000005,73612.0,7.009798786816867,1201.2400390624953
442,DENL,1742,3744.1298828125,DENL,1742,286789.8,312580.5,25790.70000000001,6.888302705093836,DENL,1742,2544.3000000000006,18339.0,7.207876429666311,1199.8298828124994
629,GLOJE,1849,17710.390625,GLOJE,1849,118354.6,247276.4,128921.79999999999,7.279444182220006,GLOJE,1849,16533.0,122783.0,7.4265408576785825,1177.390625
336,COLMAR,1727,11065.3701171875,COLMAR,1727,305912.2,382432.2,76520.0,6.915268010885947,COLMAR,1727,9893.000000000004,71797.0,7.257353684423327,1172.3701171874964
1140,MUHJ,1773,1978.4599609375,MUHJ,1773,374528.8,387009.6,12480.799999999988,6.308340955298342,MUHJ,1773,810.5999999999999,5537.0,6.830742659758204,1167.8599609375
1673,VANM,1778,18547.310546875,VANM,1778,273697.8,399348.4,125650.60000000003,6.774599459174454,VANM,1778,17384.900000000005,122877.0,7.068030302158768,1162.410546874995
810,HUFAU,1749,2143.199951171875,HUFAU,1749,313706.3,327787.1,14080.799999999988,6.569988951474538,HUFAU,1749,1000.7,6816.0,6.8112321375037475,1142.499951171875
1021,LUNR,1781,19851.23046875,LUNR,1781,250681.6,389941.2,139259.6,7.015162119004352,LUNR,1781,18718.900000000005,137932.0,7.368595376865091,1132.330468749995
714,HATJO,1776,5845.47998046875,HATJO,1776,271055.5,310741.4,39685.90000000002,6.789160194304113,HATJO,1776,4736.6,33846.0,7.145631887852045,1108.8799804687496
395,CULJA,1604,16249.2998046875,CULJA,1604,503771.0,604589.1,100818.09999999998,6.20445811276844,CULJA,1604,15143.200000000004,100777.0,6.654934227904272,1106.0998046874956
26,ALBJ,1558,4373.39990234375,ALBJ,1558,478726.4,505196.5,26470.099999999977,6.052522200362784,ALBJ,1558,3268.4999999999995,20637.0,6.313905461220744,1104.8999023437505
777,HOEL,1601,15630.400390625,HOEL,1601,539681.9,634750.4,95068.5,6.0822818113489525,HOEL,1601,14548.000000000004,93457.0,6.424044542205112,1082.4003906249964
1681,VENJ,1779,13882.25,VENJ,1779,275055.1,365261.4,90206.30000000005,6.49795962470061,VENJ,1779,12806.200000000004,87521.0,6.834267776545733,1076.0499999999956
1147,MURJO,1782,14389.0,MURJO,1782,0.0,335756.8,335756.8,23.33426923344221,MURJO,1782,13315.600000000006,98654.0,7.408903842110003,1073.3999999999942
809,HUFAU,1582,2897.219970703125,HUFAU,1582,492414.2,509483.1,17068.899999999965,5.891475335874315,HUFAU,1582,1835.5,11453.0,6.23971669844729,1061.719970703125
1314,QUID,1749,12152.169921875,QUID,1749,327788.4,409434.0,81645.59999999998,6.718602564388978,QUID,1749,11099.2,80410.0,7.244666282254577,1052.9699218749993
434,DEFE,1904,16467.91015625,DEFE,1904,75973.0,200149.0,124176.0,7.5404832077537165,DEFE,1904,15430.00000000001,112566.0,7.295268956578091,1037.910156249991
284,CARJON,1726,3560.75,CARJON,1726,443648.4,466058.8,22410.399999999965,6.293730253457829,CARJON,1726,2533.7,17024.0,6.719027509176304,1027.0500000000002
1121,MORGA,1599,15723.76953125,MORGA,1599,451597.7,553699.7,102101.99999999994,6.493481082705942,MORGA,1599,14706.100000000008,99505.0,6.7662398596500735,1017.6695312499924
1626,TAYCHA,1800,12859.6904296875,TAYCHA,1800,216400.2,306022.0,89621.79999999999,6.96920353487684,TAYCHA,1800,11855.900000000003,85250.0,7.190512740492074,1003.7904296874967
1164,NELAN,1945,11907.1904296875,NELAN,1945,95864.4,176340.5,80476.1,6.758613669212316,NELAN,1945,10912.500000000002,79097.0,7.248293241695302,994.6904296874982
1762,WILS03,1900,5086.18017578125,WILS03,1900,151795.6,214267.7,62472.100000000006,12.282714697656997,WILS03,1900,4098.299999999999,29046.0,7.087328892467609,987.8801757812507
949,KYKC,1657,3235.300048828125,KYKC,1657,525924.2,546648.8,20724.600000000093,6.405773711006143,KYKC,1657,2252.4,14768.0,6.5565618895400455,982.9000488281249
836,JARJ,1930,16473.25,JARJ,1930,68656.8,209464.7,140807.90000000002,8.547669706949145,JARJ,1930,15493.200000000003,110147.0,7.109377017013915,980.0499999999975
1563,STAROB,1767,18569.150390625,STAROB,1767,314820.0,441739.4,126919.40000000002,6.834959991711725,STAROB,1767,17593.1,125500.0,7.133478465989508,976.0503906250015
609,GEHC,1988,7358.9501953125,GEHC,1988,40189.9,94362.6,54172.700000000004,7.361471210187956,GEHC,1988,6383.000000000002,48345.0,7.5740247532508205,975.9501953124982
854,JOHDU,1620,16372.080078125,JOHDU,1620,210904.6,565453.0,354548.4,21.655672236401887,JOHDU,1620,15398.10000000001,105201.0,6.832076684785781,973.9800781249905
82,AYEJ,1674,5758.58984375,AYEJ,1674,479092.0,513936.1,34844.09999999998,6.050804267266491,AYEJ,1674,4796.9,33545.0,6.993058016635745,961.6898437500004
684,GUTJ,1653,6692.740234375,GUTJ,1653,467007.1,511919.5,44912.40000000002,6.710614550572671,GUTJ,1653,5738.599999999999,39986.0,6.967901578782282,954.1402343750005
1085,MCGK,1740,10220.16015625,MCGK,1740,329486.0,403362.9,73876.90000000002,7.22854621361502,MCGK,1740,9271.100000000002,69794.0,7.5281250337068935,949.0601562499978
318,CLAMI,2011,6413.330078125,CLAMI,2011,2116.8,555197.2,553080.3999999999,86.23919138147625,CLAMI,2011,5487.9,39709.0,7.235736802784308,925.4300781250004
1520,SLAT,1807,10231.23046875,SLAT,1807,0.0,251252.9,251252.9,24.557447001845986,SLAT,1807,9307.2,65085.0,6.992973182052604,924.0304687499993
1545,SMIR01,1798,16797.609375,SMIR01,1798,171444.0,291160.6,119716.59999999998,7.127002261296481,SMIR01,1798,15875.300000000003,117973.0,7.431229646053931,922.3093749999971
78,AUSTE,1612,15317.400390625,AUSTE,1612,489217.3,607226.5,118009.20000000001,7.70425770630292,AUSTE,1612,14396.500000000004,109863.0,7.63122981280172,920.9003906249964
850,JENR,1677,6877.43017578125,JENR,1677,396857.9,441271.0,44413.09999999998,6.4578045672350015,JENR,1677,5961.500000000001,43032.0,7.218317537532499,915.9301757812491
419,DAVKE,1789,3090.669921875,DAVKE,1789,223344.6,245926.2,22581.600000000006,7.306377119139448,DAVKE,1789,2181.7,16546.0,7.583994133015539,908.9699218750002
1470,SHADE,1854,16014.4599609375,SHADE,1854,101867.4,214660.4,112793.0,7.043197227700771,SHADE,1854,15108.0,114316.0,7.566587238549113,906.4599609375
216,BROR01,1805,8731.2900390625,BROR01,1805,205874.7,267671.6,61796.899999999965,7.077636835282046,BROR01,1805,7829.099999999999,56701.0,7.242339477079103,902.1900390625005
1229,PAYK,1921,13435.0400390625,PAYK,1921,48821.6,176686.3,127864.69999999998,9.517254852105555,PAYK,1921,12535.700000000006,90148.0,7.191301642508991,899.3400390624938
188,BRARAY,1572,9072.8203125,BRARAY,1572,542970.8,599044.1,56073.29999999993,6.1803604688109415,BRARAY,1572,8190.800000000001,53783.0,6.566269473067343,882.0203124999989
267,CANK,2008,3712.679931640625,CANK,2008,266.2,21060.8,20794.6,5.600967598305979,CANK,2008,2831.8,19935.0,7.0396920686489155,880.8799316406248
378,CRET,1719,3650.72998046875,CRET,1719,373833.3,397906.5,24073.20000000001,6.594078479863097,CRET,1719,2770.7,19894.0,7.180134983939078,880.0299804687502
1364,RICM,1682,2698.5400390625,,,,,,,RICM,1682,1819.1,13442.0,7.389368368973669,879.4400390625001
1442,SCHC,1754,5953.66015625,SCHC,1754,355895.2,393914.2,38019.0,6.385819647446391,SCHC,1754,5081.200000000001,36330.0,7.149885853735337,872.4601562499993
136,BECV,1671,3812.14990234375,BECV,1671,429858.9,452458.6,22599.699999999953,5.92833455633668,BECV,1671,2944.2,22593.0,7.673731404116569,867.9499023437502
58,ARMR,1691,3720.030029296875,ARMR,1691,399966.5,425042.6,25076.099999999977,6.740832682132845,ARMR,1691,2874.0,20361.0,7.0845511482254695,846.030029296875
935,KIRJ,1645,3246.02001953125,KIRJ,1645,486646.6,508509.3,21862.70000000001,6.735232644423786,KIRJ,1645,2401.7,16674.0,6.94258233751093,844.3200195312502
1461,SCRB,1856,3540.97998046875,SCRB,1856,196097.1,221062.9,24965.79999999999,7.050534071840488,SCRB,1856,2713.6999999999994,20443.0,7.533257176548625,827.2799804687506
1217,PARW,1789,2813.679931640625,PARW,1789,202347.7,223321.2,20973.5,7.454117209333966,PARW,1789,1989.8999999999999,14026.0,7.048595406804362,823.7799316406251
431,DEED,1858,15725.1904296875,DEED,1858,89231.1,200337.8,111106.69999999998,7.065523339561107,DEED,1858,14904.8,108050.0,7.249342493693307,820.3904296875007
1629,TAYJON,1589,10552.6904296875,TAYJON,1589,488762.4,555536.4,66774.0,6.3276754345173565,TAYJON,1589,9736.500000000004,67014.0,6.8827607456478175,816.1904296874964
1494,SHIM,1774,16332.48046875,SHIM,1774,288736.9,399208.0,110471.09999999998,6.763889919315779,SHIM,1774,15525.799999999997,111348.0,7.171804351466593,806.6804687500025
1459,SCORI,1892,17647.4296875,SCORI,1892,65251.9,220098.9,154847.0,8.774478932174524,SCORI,1892,16845.60000000001,122629.0,7.279586360830123,801.8296874999905
1597,STUJE,1651,4273.23974609375,STUJE,1651,535026.9,563414.9,28388.0,6.643203210386221,STUJE,1651,3472.6999999999994,24189.0,6.9654735508394054,800.5397460937506
1383,ROBBE,1756,5419.39990234375,ROBBE,1756,354969.1,390643.7,35674.600000000035,6.582758357539125,ROBBE,1756,4627.2,32286.0,6.9774377593361,792.1999023437502
220,BROTI,1789,5151.919921875,BROTI,1789,274238.8,309813.8,35575.0,6.905192731926773,BROTI,1789,4367.099999999999,31343.0,7.17707403082137,784.8199218750005
345,COOS,1603,5391.97998046875,COOS,1603,571773.2,600393.1,28619.900000000023,5.307864662641415,COOS,1603,4617.099999999999,27667.0,5.992289532390462,774.8799804687505
176,BOWBL,1896,1576.4000244140625,BOWBL,1896,221709.3,232747.0,11037.700000000012,7.001839526171444,BOWBL,1896,802.4000000000001,6152.0,7.666999002991026,774.0000244140624
749,HIAK,1739,8856.2001953125,HIAK,1739,372294.3,434813.4,62519.100000000035,7.059359389040322,HIAK,1739,8085.400000000001,60417.0,7.472357582803571,770.8001953124995
1283,POOX,1673,6103.580078125,POOX,1673,466533.9,505172.9,38639.0,6.330546909424636,POOX,1673,5333.0,38503.0,7.219763735233452,770.580078125
1281,POMT,1640,6209.1298828125,POMT,1640,477036.2,515082.6,38046.399999999965,6.127493017228751,POMT,1640,5440.300000000001,37968.0,6.979026891899342,768.8298828124989
390,CRUM,1744,13876.3896484375,CRUM,1744,323872.3,421640.5,97768.20000000001,7.04565110068157,CRUM,1744,13110.500000000002,98977.0,7.549445101254719,765.8896484374982
947,KRIM,1687,15886.66015625,KRIM,1687,339234.7,447111.4,107876.70000000001,6.790395145298053,KRIM,1687,15130.100000000002,105503.0,6.973053714119535,756.5601562499978
531,FELC,1578,7551.89990234375,FELC,1578,506767.3,554112.1,47344.79999999999,6.269256824406057,FELC,1578,6802.200000000001,45989.0,6.760900885007791,749.6999023437493
1270,PITTER,1862,10306.0302734375,PITTER,1862,107252.6,178840.2,71587.6,6.946185689412156,PITTER,1862,9557.500000000002,71385.0,7.469003400470833,748.5302734374982
406,DAVCA,1671,6548.2099609375,DAVCA,1671,452466.5,496827.4,44360.90000000002,6.774507883013714,DAVCA,1671,5799.8,43502.0,7.50060346908514,748.4099609374998
1635,THOCHA,1693,18389.76953125,THOCHA,1693,340043.7,468666.4,128622.70000000001,6.994252961214636,THOCHA,1693,17652.800000000003,130042.0,7.366650049850447,736.9695312499971
528,FARMI,1746,3928.949951171875,FARMI,1746,333421.8,359241.5,25819.70000000001,6.571654085921572,FARMI,1746,3199.3999999999996,22535.0,7.043508157779584,729.5499511718754
1569,STEDEN,1712,14214.740234375,STEDEN,1712,377337.1,472838.1,95501.0,6.718448485541321,STEDEN,1712,13486.300000000001,93599.0,6.9403023809347255,728.4402343749989
1295,POWL,1853,18387.560546875,POWL,1853,102165.4,236162.8,133997.4,7.287394086801422,POWL,1853,17662.300000000003,133779.0,7.57426835689576,725.2605468749971
1615,TANDA,1596,17022.099609375,TANDA,1596,489195.0,597627.4,108432.40000000002,6.370095492819251,TANDA,1596,16303.6,107660.0,6.603449544885792,718.4996093749996
1667,ULAL,1607,12197.1201171875,ULAL,1607,560771.8,637400.7,76628.8999999999,6.282540408208225,ULAL,1607,11483.900000000003,75289.0,6.556048032462837,713.2201171874967
99,BAKRO,1810,1200.3299560546875,,,,,,,BAKRO,1810,487.8,3420.0,7.011070110701107,712.5299560546875
1273,PLAA,1637,3427.6298828125,,,,,,,PLAA,1637,2726.1,18410.0,6.7532372253402295,701.5298828125001
1234,PEAD,1634,6022.22998046875,PEAD,1634,498399.6,540711.2,42311.59999999998,7.025902387857095,PEAD,1634,5321.4,39913.0,7.500469801180141,700.8299804687504
1456,SCOJA,1681,16687.869140625,SCOJA,1681,65541.2,467756.3,402215.1,24.102244367487657,SCOJA,1681,15994.500000000002,116750.0,7.299384163306136,693.3691406249982
1463,SCRB,1952,5556.08984375,SCRB,1952,54545.3,89109.7,34564.399999999994,6.220993715370029,SCRB,1952,4867.700000000001,35049.0,7.200320479898103,688.3898437499993
1609,SWET,1710,17089.3203125,SWET,1710,82458.2,477103.0,394644.8,23.093065890475273,SWET,1710,16401.999999999996,116687.0,7.114193391049874,687.3203125000036
164,BOLJO,1603,8744.1904296875,BOLJO,1603,510802.2,561282.3,50480.100000000035,5.772987265763846,BOLJO,1603,8059.000000000002,48590.0,6.029284030276708,685.1904296874982
920,KESK,1868,846.7999877929688,KESK,1868,88419.9,89641.9,1222.0,1.4430798507507332,KESK,1868,164.2,1135.0,6.912302070645555,682.5999877929687
1373,RILJ,1709,15809.7197265625,RILJ,1709,387241.0,498979.3,111738.29999999999,7.067696450827291,RILJ,1709,15128.300000000012,111529.0,7.372209699701878,681.419726562488
877,JONBR,1827,5519.31982421875,JONBR,1827,195375.7,232999.6,37623.899999999994,6.816763876394061,JONBR,1827,4842.3,34234.0,7.069780889246846,677.0198242187498
59,ARMR,1697,11482.4794921875,ARMR,1697,368025.8,443788.6,75762.79999999999,6.59812195193101,ARMR,1697,10810.100000000002,75520.0,6.98605933340117,672.3794921874978
1571,STEJOH,1886,16554.0,STEJOH,1886,90428.7,209075.1,118646.40000000001,7.167234505255528,STEJOH,1886,15882.800000000005,116027.0,7.305198075906009,671.1999999999953
1400,ROLRA,1682,8853.7099609375,ROLRA,1682,368130.1,429031.1,60901.0,6.87858539173914,ROLRA,1682,8182.700000000001,57720.0,7.053906412308895,671.0099609374993
1262,PHIJ,1909,1203.989990234375,PHIJ,1909,78015.9,87046.6,9030.700000000012,7.500643753892047,PHIJ,1909,535.9,3912.0,7.299869378615414,668.089990234375
